Title,Organization,Level,Ratings,Decription,Skills,Completion Time,Instructor,Cost,Link,short summary
Electric Cars: Introduction,Delft University of Technology,Intermediate,4.4,check out the website in given url for more information,"Infrastructure, Business Modeling, Electric Vehicles, Innovation",4 Weeks,Pavol Bauer-Margot Weijnen-Frank Rieck,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/electric-cars-introduction,check out the website in given url for more information
Inteligencia Artificial para todos: Domina los fundamentos,IBM,Introductory,4.522,check out the website in given url for more information,"Artificial Intelligence, Deep Learning, Artificial Neural Networks, Digital Skills, Machine Learning, Computer Science",4 Weeks,Rav Ahuja,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/inteligencia-artificial-para-todos-domina-los-fundamentos,check out the website in given url for more information
Marketing Analytics,Columbia University,Advanced,4.522,"Marketers want to understand and forecast how customers purchase products and services and how they respond to marketing initiatives.Learn how analytics help businesses drive marketing to maximize its effectiveness and optimize return on investment (ROI).In this course, part of the Business Analytics MicroMasters program, discover how to develop quantitative models that leverage business data, statistical computation, and machine learning to forecast sales and marketing impact for:You will learn how to use probabilistic models and optimization tools to model customer demand forecasts, pricing sensitivity, Lifetime Value and how to leverage such data to make optimal decisions on designing new products, marketing segmentation and strategy.Skills acquired after the course:.Week 1: Introduction to Marketing Analytics and Customer AnalysisWeek 2: Market SegmentationWeek 3: Preference measurementWeek 4: Consumer Choice ModelsWeek 5: Customer Lifetime ValueWeek 6: New Product DecisionsWeek 7: New Product DecisionsWeek 8: New Product DecisionsWeek 9: Pricing Analytics and OptimizationWeek 10: Pricing Analytics and OptimizationWeek 11: AdvertisingWeek 12: Sales Promotions and Course Review","Business Analytics, Forecasting, Analytics, Quantitative Modeling, Optimization Software, Quantitative Models Of The Action Potential, Marketing, Sales Forecasting, Marketing Analytics, Customer Demand Planning, Sales, Machine Learning, Relationship Management, Return On Investment, Mathematical Optimization",12 Weeks,Kamel Jedidi-Asim Ansari,FREE-Add a Verified Certificate for Rs. 20791.5,https://www.edx.org/course/marketing-analytics,"Learn how analytics help businesses drive marketing to maximize effectiveness and optimize return on investment (ROI) Discover how to develop quantitative models that leverage business data, statistical computation, and machine learning to forecast sales and marketing impact for:. Learn how to use probabilistic models and optimization tools to model customer demand forecasts, pricing sensitivity, Lifetime Value."
Introducción a la Regulación Emocional basada en Mindfulness,Universidad Autónoma de Madrid,Introductory,4.8,check out the website in given url for more information,"Curiosity, Information Sciences, Mental Health, Compassion",4 Weeks,Beatriz Rodríguez Vega-Carmen Bayón Pérez-Ángela Palao Tarrero-Ainoa Muñoz San José,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/introduccion-a-la-regulacion-emocional-basada-en-m,check out the website in given url for more information
Design Thinking Fundamentals,Rochester Institute of Technology,Intermediate,4.522,check out the website in given url for more information,"Design Thinking, Innovation",6 Weeks,Lorraine Justice-Dan Harel,FREE-Add a Verified Certificate for Rs. 24966.5,https://www.edx.org/course/design-thinking-fundamentals,check out the website in given url for more information
Basic Spanish 3: Getting there,Universitat Politècnica de Valencia,Introductory,4.5,"¡Bienvenidos y bienvenidas! (Welcome!)In this Spanish course, you will learn basic vocabulary to talk about yourself and your everyday life, in the present, in the future and in the past, in simple and brief communication situations. You will learn expressions of time, how to express things that will happen in the future, vocabulary related to the shopping list, how to express an opinion, talking about your health, and about experiences and activities that happened in the past. At the end of the course you will be able to communicate in everyday situations according to the A2 proficiency level (elementary) as described in the Common European Framework of Reference for Languages ​​(CEFRL, Council of Europe). The course, which is designed for English speakers, offers a variety of exercises after going through the stages of content presentation, comprehension and production. You have videos, small texts and audios to improve your pronunciation, glossaries, activities for oral practice with other course students, quizzes, grammar cards and recommendations on external Internet resources to continue learning more and more Spanish. The topics on which the activities revolve are work life, family life, city life and outdoor life. As you can see, a bit of everything to be able talk about yourself and to engage in everyday communication. We hope you like our menu. ¡Buen provecho! (Bon appétit!)Basic vocabulary to be able to use and understand information related to:Basic grammatical structures such as articles and nouns, adjectives, present, future and past tenses of regular and irregular verbs..Unit 1: Mañana voy a empezar a estudiar españolThis Unit includes practice in expressing actions that will take place in the future, describing every day chores, formulating questions, and learning to use time expressions.Unit 2: ¿Qué tal tu día?This Unit includes practice in describing our daily lives, asking questions about others, expressing preferences, and saying whether or not we liked something.Unit 3: ¿Qué haces mañana?This Unit includes practice in describing how we feel, parts of the body, speaking on the phone, inviting someone to do something, and arranging to meet someone.Unit 4: ¿Dónde pasaste las vacaciones?This Unit includes practice in using the past indefinite verb tense, describing what we did the previous day, describing how we spent the weekend, talking about our friends and explaining what they did, and talking about the holidays.","Presentations, Grammar, Pronunciation, Communications, English Language, Vocabulary, Spanish Language",4 Weeks,Prof. Ana Gimeno-Cristina Navarro,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/basic-spanish-3-getting-there,"Learn basic vocabulary to talk about yourself and your everyday life. You will learn expressions of time, how to express things that will happen in the future, and vocabulary related to the shopping list. At the end of the course you will be able to communicate in everyday situations according to the A2 proficiency level (elementary)"
Mi propia huerta orgánica,Universidad Nacional de Córdoba,Introductory,4.522,"En el curso Mi propia huerta aprenderemos a aprovechar mejor el agua, evitar inundaciones, amortiguar el impacto de las altas temperaturas y construir un refugio natural para la flora y fauna autóctonas.A través de la producción de alimentos agroecológicos en nuestra casa podemos ser responsables del sustento propio.Este curso está organizado en tres módulos: se exponen ideas básicas sobre las características de las huertas, lo que se puede sembrar, de los sustratos, y las herramientas con las que se debe trabajar.Conceptos básicos sobre herramientas, suelos, riego, plantas.Una huerta es cualquier espacio, área, lugar, al que vamos a destinar para el cultivo de diferentes plantas, hortalizas, que son las típicas que se cultivan en una huerta, aromáticas, algunas medicinales que vamos a dedicar al consumo personal y que vamos a empezar a caracterizar dependiendo de los usos a los que se las va a destinar.Lo interesante es que todas estas plantas que se cultivan en la huerta, son plantas que tienen raíces, tallos y hojas, y de éstas diferentes plantas vamos aprovechar nutrientes que nos ofrecen para alimentarnos, y de a poco vamos a ir aprendiendo que esas partes también nos sirven para multiplicar a las especies de estacas, como por ejemplo en el romero. De a poco, capítulo a capítulo, en este curso vamos a ir tratando de desarrollar técnicas básicas para que todos podamos tener nuestra huerta, ya sea en un balcón, en una maceta o en cualquier área que destinemos a tal fin.El curso Mi propia huerta aprenderemos a aprovechar mejor el agua, evitar inundaciones, amortiguar el impacto de las altas temperaturas y construir un refugio natural para la flora y fauna autóctonas.A través de la producción de alimentos agroecológicos en nuestra casa podemos ser responsables del sustento propio.¡Sólo es cuestión de animarse y comenzar!.IntroducciónMódulo 1 : La huerta en casa. Calendarios de siembra. Herramientas. Compostaje en casa.Módulo 2 : Sustratos varios y reproducción de plantas, métodos, siembra en la huerta.Módulo 3 : Multiplicación asexual de plantas mediante tallos y raíces.","Irrigation (Landscaping And Agriculture), Livelihood, Soil Science",4 Weeks,Patricia Gil-Paola Campitelli-Laura Vargas-Leandro Carbelo,FREE-Add a Verified Certificate for Rs. 2421.5,https://www.edx.org/course/mi-propia-huerta-organica,"En el curso Mi propia huerta aprenderemos a aprovechar mejor el agua, evitar inundaciones, amortiguar el impacto of las altas temperaturas and construir un refugio natural for la flora y fauna autóctonas."
Sustainability in Architecture: An Interdisciplinary Introduction,Universitat Politècnica de Valencia,Intermediate,3.9,"This course offers an interdisciplinary approach to sustainabilityin Architecture. Learners will be introducedto the basic elements of sustainability assessments (first model layer), as well as trends informing the space today. The coursework enables students to develop a conceptual neighborhood model for assessing performance and urban policies. In the first week,participants willlearn todevelop a conceptual model from the architectural elements of buildings; the basic building blockof which will be theperformance of materials. The second weekexploresmethods of optimizing performance. Coursework willdetail the needs and constraints inherent in selecting materials and neighborhood urban elements (the second model layer for green, blue and grey infrastructure). In the third week, learners will developthe basic tools for introducing energy and measuring the potential impact on climate change (CO2). A new layer (third) on our neighborhood stainability model, this will be approached from a global perspective. In the fourth and finalweek, the course will explore techniques for a joint assessment directly connected to policy issues..Week 1: Materials relevance in buildings
Week 2: Buildings, performance, functions,and materials
Week 3: Efficiency, sustainability,and architecture
Week 4: Integrated design and Business Models","Infrastructure, Conceptual Model, Sustainable Business",4 Weeks,María Valles-Planells-Elena de la Poza-Plaza-Naoko Ellis-Kas Hemmes,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/sustainability-in-architecture-an-interdisciplinar,"This course offers an interdisciplinary approach to sustainabilityin Architecture. Learners will be introduced to the basic elements of sustainability assessments. The coursework enables students to develop a conceptual neighborhood model for assessing performance and urban policies. A new layer (third) on our neighborhood stainability model, this will be approached from a global perspective."
Gestión de riesgos en proyectos de desarrollo,Inter-American Development Bank,Intermediate,4.8,check out the website in given url for more information,"Project Management, Risk Management, Project Management Institute (PMI) Methodology, International Standards",10 Weeks,Vanessa Sayos-Santiago Fretes-Allan Quijano,FREE-Add a Verified Certificate for Rs. 2087.5,https://www.edx.org/course/gestion-de-riesgos-en-proyectos-de-desarrollo,check out the website in given url for more information
Python Data Structures,The University of Michigan,Introductory,4.7,check out the website in given url for more information,"Collections, Procedural Programming, Data Analysis, Python (Programming Language), Data Structures",7 Weeks,Charles Severance,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/python-data-structures,check out the website in given url for more information
The Science and Business of Biotechnology,Massachusetts Institute of Technology,Intermediate,4.3,"This course focuses on early-stage biotechnology companies, with particular emphasis on understanding the underlying science, technology, and disease targets—together with the application of novel business structures and financing methods—to facilitate drug discovery, clinical development, and greater patient access to new therapies.Current research is enhancing our understanding of the genetic, molecular, and cellular bases of many human diseases, and is leading to many new types of biotherapeutics that we will cover in this course, including recombinant therapeutic proteins; monoclonal antibodies and antibody drug conjugates; cancer immunotherapies, replacement cells and genetically engineered cells; and nucleic acid and gene therapies. Translating these discoveries into drugs and diagnostics increasingly requires the establishment of for-profit companies, but funding for early-stage development of novel therapies is becoming scarcer, especially for therapeutics for “rare” diseases that affect small populations. The dearth of funding for early-stage biotherapeutics companies in the so-called “Valley of Death” can be attributed to several factors, but a common thread is increasing financial risks in the biopharma industry and greater uncertainty surrounding the scientific, medical, economic, political, and academic environments within the biomedical ecosystem. Increasing risk and uncertainty inevitably leads to an outflow of capital as investors and other stakeholders seek more attractive opportunities in other industries.By applying financial techniques such as portfolio theory, securitization, and derivative securities to biomedical contexts, more efficient business and funding structures can be developed to reduce financial risks, lower the cost of capital, and bring more life-saving therapies to patients faster. Thus this course will also cover basic financial analysis for the life-sciences professional; the historical financial risks and returns of the biotech and pharmaceutical industries; the evaluation of the science and business potential as well as the mechanics of financing biotech startups; capital budgeting for biopharmaceutical companies; and applications of financial engineering in drug royalty investment companies, biomedical megafunds, drug approval swaps, and life sciences investment banking..* Week 0:** Intro to the Science of Biotech and Healthcare Finance* Week 2:** AAV Vectors & In Vivo Gene Therapy; Capital Budgeting* Week 3:** Ex Vivo Gene Therapy; Stocks and Bonds* Week 4:** Nucleic Acid Therapies; The CAPM & Diversification* Week 5:** Gene Editing; Options* Week 6:** Clinical Trials* Week 8:** Monoclonal Antibodies; Securitization* Week 9:** Cancer Immunotherapeutic; Healthcare Analytics* Week 10:** New Cell Therapies; Pricing, Value & Ethics","Biopharmaceuticals, Pre-Clinical Development, Mechanics, Monoclonal Antibodies, Investments, Derivatives, Nucleic Acids, Capital Budgeting, Securities (Finance), Life Sciences, Biotechnology, Economics, Antibodies, Pharmaceuticals, Drug Administration, Business Structures, Human Diseases, Cell Biology, Modern Portfolio Theory, Sales, Financial Analysis, Financial Engineering, Drug Discovery, Cost Of Capital",16 Weeks,Andrew W. Lo-Harvey F. Lodish-Zied Ben Chaouch,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/the-science-and-business-of-biotechnology,"This course focuses on early-stage biotechnology companies. It will focus on understanding the underlying science, technology, and disease targets. The application of novel business structures and financing methods will facilitate drug discovery, clinical development, and greater patient access to new therapies. The course will also cover basic financial analysis for the life-sciences professional."
Finance Essentials,Imperial College Business School-Imperial College London,Introductory,4.2,check out the website in given url for more information,"Capital Asset Pricing Models, Management, Finance, Rate Of Return, Intertemporal Portfolio Choice, Master Of Business Administration (MBA), Equities, Capital Budgeting, Access Network",6 Weeks,Robert Kosowski,FREE-Add a Verified Certificate for Rs. 6596.5,https://www.edx.org/course/finance-essentials,check out the website in given url for more information
Introduction to the Internet of Things (IoT),Curtin University,Introductory,4.522,check out the website in given url for more information,"Internet Of Things (IoT), Cyber Security",6 Weeks,Iain Murray AM-Joshua Gilchrist,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/introduction-to-the-internet-of-things-iot,check out the website in given url for more information
'Talk to me': Improving mental health and suicide prevention in young adults,Curtin University,Introductory,4.522,"Poor mental health affects one in four people, and young adults are particularly susceptible. Do you feel confident approaching the topic of mental health with people you care about, or are concerned about?'Talk to Me': Improving mental health and suicide prevention in young adults , is a German-Australian collaboration developed in response to the growing need to provide young people and those around them with the knowledge, skills, and understanding to recognise, identify, and respond to mental health challenges in themselves and others.Key topics in this MOOC include understanding contributing factors to poor mental health, how to talk about addressing poor mental health, and strategies to increase mental fitness.Please note: This course contains content that crosses over with TTM2x: Managing Study, Stress, and Mental Health at University (Modules 1 and 2). However, this MOOC contains an extra four modules of content which are aimed at parents, teachers, health professionals, GPs, social workers, counsellors, coaches, and other 'gatekeepers' - people in positions of responsibility with regular contact with young people.We are grateful to the following organisations for their contribution to and continued support of this MOOC:.Module 1: Mental fitnessModule 2: Strategies to increase mental fitnessModule 3: Non-suicidal self-injury (NSSI)Module 4: Suicidal behaviour in young adults (SBYA)Module 5: Interventions in SBYAModule 6: Gatekeeper interventions","Mental Health, Suicide Intervention",6 Weeks,Ben Milbourn-Craig Thompson-Viktor Kacic-Sonya Girdler,FREE-Add a Verified Certificate for Rs. 11606.5,https://www.edx.org/course/talk-to-me-improving-mental-health,"Poor mental health affects one in four people, and young adults are particularly susceptible. Do you feel confident approaching the topic of mental health with people you care about, or are concerned about?' Talk to Me: Improving mental health and suicide prevention in young adults is a German-Australian collaboration developed in response to the growing need to provide young people with knowledge, skills, and understanding."
Disaster Medicine Training,Stanford University,Introductory,4.522,"This course sets the foundation for SEMPER members’ disaster knowledge, which will be supplemented by in-person lectures as well as field exercises. All SEMPER members are required to complete this course. Non-SEMPER members interested in learning more about disaster medicine or any person wishing to deploy to a disaster is also welcomed to complete this course.Disaster Medicine Training is a self paced-course, featuring video lectures with questions and case scenarios following each module. You will take an overall pre-test before you start the course and a post-test after you complete all the modules. A score of 80% or higher on your post-test will earn you a Statement of Accomplishment..Guest LecturersColin M. Bucks, MD – Clinical Assistant Professor, Stanford Department of Emergency Medicine, Co-Director of SEMPERDan Imler, MD – Clinical Assistant Professor, Stanford Department of Emergency Medicine, Pediatric Emergency MedicineRonak B. Patel, MD MPH – Clinical Assistant Professor, Stanford Department of Emergency MedicineJulie Racioppi, RN MSN – Clinician Nurse IV, Stanford Department of Emergency MedicineGina Suh, MD – Clinical Assistant Professor, Stanford Medicine Division of Infectious DiseaseKim Voronin, LCSW – Disaster Mental Health Clinician and Social Work Clinician, Stanford Department of Social Work and Case Management",check out the website in given url for more information,8 Weeks,Jessica Ngo,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/disaster-medicine-training,"Disaster Medicine Training is a self paced-course, featuring video lectures with questions and case scenarios following each module. All SEMPER members are required to complete this course. Non-SEMPER members interested in learning more about disaster medicine or any person wishing to deploy to a disaster is also welcomed."
Nutrition and Health: Human Microbiome,Wageningen University & Research,Introductory,4.3,"Your body is not only made up of human cells, but also by trillions of bacteria, fungi and viruses. Together they make up the human microbiome and have a tremendous impact on your health. For example, what you eat and drink impacts the gut microbes of the human gut microbiome. In this course, you will learn how the human microbiome plays an important role in maintaining normal gut function, digesting certain nutrients, early life development, behavior and disorders like irritable bowel syndrome (IBS), obesity and diabetes. You will learn how to distinguish fact from fiction about the role of the gut microbiota in health and disease. Today, important research topics focused on nutrition, health and ageing lay within the study of microbiota composition, function and applicability. This course will help health care professionals gain a basic academic understanding of the human microbiome and the impact on human health. You'll discover the latest academic insights about food fibers, added bacteria, probiotics and microbiology. This knowledge can be applied by health care professionals in their daily practice because gut health is a hot topic, not only among researchers, but especially for health care professionals and consumers alike. Many patients with allergic issues struggle with gut health. Emerging research is connecting an imbalance of the microbiota in the gut microbiome to multiple disease states, including allergies. When finishing this course, you will know about the latest acdemic insights and how to apply them in your daily work.In this course you'll learn that the human microbiome plays an important role in maintaining normal gut function, digesting certain nutrients, early life development, behavior and, disorders like irritable bowel syndrome (IBS), obesity and diabetes. Discover the complexity in maintaining a balanced healthy life and learn: .Module 1: The human microbiome
This module includes topics like: how to study the microbiome, microbiota for health and the human microbiome Module 2: Early life microbiota development
This module includes topics like: development of the microbiome, microbiome and health, life changing events, personal microbiota development Module 3: Microbiota and Ageing
This module includes topics like: healthy ageing, including centenarians, diet and longevity; and ageing related diseases such as immunescene Module 4: Microbiota diet and disease
Topics in this module include: nutrition, diet and genes and obesity Module 5: Microbial therapies and diagnostics
This module includes topics like: microbial therapies, personalized therapies and diagnostics. Module 6: Applicability and societal impact
This module includes topics like: applicability of the microbiome in medical therapy, pharmacy, nutritional companies, probiotic production and the food chain. We also go in to some examples of host microbiota interactions","Written Composition, Allergology, Balancing (Ledger/Billing), Microbiology, Viruses, Cell Biology, Irritable Bowel Syndrome, Diabetes Mellitus",6 Weeks,Clara Belzer,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/nutrition-and-health-human-microbiome,"What you eat and drink impacts the gut microbes of the human gut microbiome. The human microbiome plays an important role in maintaining normal gut function, digesting certain nutrients, early life development, behavior and disorders like IBS, obesity and diabetes. This course will help health care professionals gain a basic academic understanding of the microbiome."
Customer Relationship Management,Indian Institute of Management Bangalore,Intermediate,4.6,"Customer Relationship Management, also known as CRM, helps businesses successfully implement strategies, practices and technolgies aimed at winning and retaining customers profitably. The objective of this business and management course is to equip you with a sound foundation of CRM concepts and best practices so you can implement CRM practices successfully for long-term profitability.Businesses aim to win and keep customers. Their competitors also seek to do the same. Even the most successful firms, with excellent marketing programs for attracting customers, have trouble with customer retention.In this course, you will learn how to shift from a short-term customer transaction based mode of operation to a long-term relationship mode and understand the benefits of having strong customer relations.Topics covered include:.Week 1 : Introduction to CRM
Meaning and definition of CRM, benefits of CRM, why should businesses adopt CRM Week 2 : Building Customer Relationships
The why’s and how’s of building relationships with customers. Week 3 : Economics of CRM
Lifetime value of customer, Activity based costing for customer profitability analysis Week 4 : CRM Applications
Applications of CRM in different industries Week 5 : CRM in Business Markets
CRM practices in Business Markets Week 6 : CRM implementation
CRM implementation process, precautions related to CRM implementation.","Management, Marketing, Customer Relationship Management, Relationship Management",6 Weeks,Shainesh G,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/customer-relationship-management,"Customer Relationship Management, also known as CRM, helps businesses successfully implement strategies, practices and technolgies aimed at winning and retaining customers profitably. The objective of this business and management course is to equip you with a sound foundation of CRM concepts and best practices so you can implement CRM practices successfully."
Islam Through Its Scriptures,Harvard University,Introductory,5.0,check out the website in given url for more information,Influencing Skills,4 Weeks,Ali Asani,FREE-Add a Verified Certificate for Rs. 8266.5,https://www.edx.org/course/islam-through-its-scriptures,check out the website in given url for more information
Mechatronics Revolution: Fundamentals and Core Concepts,The Georgia Institute of Technology,Introductory,4.522,"The Mechatronics Revolution is upon us. Never before has it been easier to build robotic devices and computer-controlled machines. The confluence of low-cost embedded computers, sensors, and actuators has made experimentation and prototyping easier than ever. Course modules will explore the mechatronics design process, fundamentals of microcontrollers, embedded systems programming, actuator control, and sensor interfacing. Through several hands-on labs, students will solidify their knowledge of core mechatronics concepts and gain real-world experience building their own mechatronic systems. Upon successful completion of the course, students will be equipped with the fundamental knowledge they need to harness the Mechatronics Revolution. To complete the lab assignments in the course, students must purchase the mechatronics lab kit, TI-RSLK-Mechkit (available on Mouser.com for $119). Purchase of the kit or its components is required for all students on the Verified track. The kit provides all the materials needed to complete the lab assignments and build a small robot. Currently Mouser does not deliver to a few specific regions and countries such as Nigeria. Students who cannot purchase the kit from Mouser can purchase the parts included in the kit separately from other vendors as described here. Audit students who do not wish to complete the labs but want to follow the lectures may optionally purchase the TI MSP432 Launchpad development board for $19.99. This will allow students to practice microcontroller programming skills as demonstrated in the course videos..Module 1: Overview of MicrocontrollersModule 2: Circuits and Electrical ComponentsModule 3: Microcontroller FundamentalsModule 4: Motors and ServosModule 5: Sensors and Microcontroller InterfacingModule 6: Building Mechatronic Systems","Actuators, Embedded Systems, Prototyping, Mechatronics, Atlassian Confluence",16 Weeks,Jonathan Rogers,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/mechatronics,"Students must purchase the mechatronics lab kit, TI-RSLK-Mechkit (available on Mouser.com for $119). Purchase of the kit or its components is required for all students on the Verified track. Students who cannot purchase the kit from Mouser can purchase the parts included in the kit separately from other vendors."
Accounting for Decision-Making,Indian Institute of Management Bangalore,Intermediate,3.9,check out the website in given url for more information,"Finance, Decision Making, Accounting Information Systems, Balance Sheet, Cost Benefit Analysis, Income Statement, Asset Management, Management, Cost Management, Budgeting, Accounting, Financial Statements, Accounting Systems, Leverage",7 Weeks,MS Narasimhan,FREE-Add a Verified Certificate for Rs. 12525.0,https://www.edx.org/course/accounting-for-decision-making,check out the website in given url for more information
C Programming: Language Foundations,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,4.6,check out the website in given url for more information,"Programming Concepts, Linux, Algorithms, C (Programming Language), Decision Making",7 Weeks,Petra Bonfert-Taylor-Rémi Sharrock,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/c-programming-language-foundations,check out the website in given url for more information
Big Data sin misterios,Inter-American Development Bank,Intermediate,4.6,check out the website in given url for more information,"Artificial Intelligence, Strategic Decision-Making, Big Data",10 Weeks,Paula Alamán Herbera-Almudena Bonet Medina-Antonio Pita Lozano-Joaquín Melgarejo Ricca,FREE-Add a Verified Certificate for Rs. 2087.5,https://www.edx.org/course/big-data-sin-misterios,check out the website in given url for more information
Becoming a Successful Leader (Inclusive Leadership Training),Catalyst,Introductory,4.7,check out the website in given url for more information,"Leadership Development, Accountability, Leadership Styles, Leadership",4 Weeks,Deepali Bagati-​Krista Brookman-Emily Troiano,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/becoming-a-successful-leader-inclusive-leadershi-2,check out the website in given url for more information
"English for Journalists, Part 1","University of California, Berkeley",Intermediate,4.522,check out the website in given url for more information,"Grammar, Communications, Vocabulary, Writing, Idioms, English Language, Journalism",5 Weeks,Maggie Sokolik,FREE-Add a Verified Certificate for Rs. 11606.5,https://www.edx.org/course/english-for-journalists-part-1-2,check out the website in given url for more information
Introduction to Networking,New York University,Introductory,4.522,This is a self-paced course that provides an Introduction to NetworkingCourse topics include:By the end of this course students should be able to: .Course Outline:,check out the website in given url for more information,7 Weeks,Rafail Portnoy-Aspen Olmsted,FREE-Add a Verified Certificate for Rs. 12525.0,https://www.edx.org/course/introduction-to-networking,This is a self-paced course that provides an Introduction to NetworkingCourse topics include:By the end of this course students should be able to: .Course Outline:
Accounting Essentials,Imperial College Business School-Imperial College London,Introductory,4.5,check out the website in given url for more information,"Income Statement, Management Accounting, Paving, Balance Sheet, Accounting, Financial Statements, Master Of Business Administration (MBA)",6 Weeks,Jeremy Fernando,FREE-Add a Verified Certificate for Rs. 6596.5,https://www.edx.org/course/accounting-essentials,check out the website in given url for more information
Introduction to Java Programming: Starting to code in Java,Universidad Carlos III de Madrid,Introductory,3.5,"In this introductory Java programming course, you will be introduced to powerful concepts such as functional abstraction, the object oriented programming (OOP) paradigm and Application Programming Interfaces (APIs). Examples and case studies will be provided so that you can implement simple programs on your own or collaborate with peers.Emphasis is put on immediate feedback and on having a fun experience. Programming knowledge is not only useful to be able to program today’s devices such as computers and smartphones. It also opens the door to computational thinking, i.e. the application of computing techniques to every-day processes.This edition is an improved version of the course released in April 2015..1. From the Calculator to the Computer
The first section introduces basic programming concepts, such as values and expressions, as well as making decisions when implementing algorithms and developing programs. 2. State Transformation
The second section introduces state transformation including representation of data and programs as well as conditional repetition. 3. Functional Abstraction
The third section addresses the organization of code in a program through methods, which are invoked to carry out a task and return a result as answer. Recursion, as a powerful mechanism in the invocation of methods, is also covered this week. 4. Object Encapsulation
The fourth section introduces the object oriented programming (OOP) paradigm, which enables the modeling of complex programs in Java through objects and classes. The concept of inheritance as the basis for reusing code and simplifying programs in Java is studied in this week. 5. Packaging
The last section aims to study the reuse of code through third-party classes that are already developed and that we can incorporate to our programs to perform specific actions, and reduce the number of lines that we need to code.","Application Programming Interface (API), Java (Programming Language), Smartphone Operation, Computational Thinking, Object-Oriented Programming (OOP)",5 Weeks,Carlos Delgado Kloos-Carmen Fernández Panadero-Iria Estévez-Ayres-Jorge Blasco,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/introduction-to-java-programming-starting-to-code,"This edition is an improved version of the course released in April 2015. Programming knowledge is not only useful to be able to program today’s devices such as computers and smartphones. It also opens the door to computational thinking, i.e. the application of computing techniques to every-day processes."
European Paintings: From Leonardo to Rembrandt to Goya,Universidad Carlos III de Madrid,Introductory,4.8,check out the website in given url for more information,Painting,7 Weeks,Alejandro Vergara,FREE-Add a Verified Certificate for Rs. 8266.5,https://www.edx.org/course/european-paintings-from-leonardo-to-rembrandt-to-g,check out the website in given url for more information
Java Programming Fundamentals,Universidad Galileo,Intermediate,4.522,"Java is one of the most in-demand programming languages today. This course is designed to provide students the basic skills and knowledge on Java. Learn how to solve programming problems using functions, for loops, conditional statements, recursive algorithms, and learn about the Object-Oriented Paradigm (OPP)..Lesson 01 - Java OverviewLesson 02 – JavaLesson 03 UsefulLesson 04 Functional and ConcurrencesLesson 05 Exchange Information","Conditional Statements, Object-Oriented Programming (OOP), Object Oriented Programming And Systems, Algorithms, Java (Programming Language)",5 Weeks,Jorge Vargas-Victor Orozco,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/java-programming-fundamentals,"Java is one of the most in-demand programming languages today. This course is designed to provide students the basic skills and knowledge on Java. Learn how to solve programming problems using functions, for loops, conditional statements, recursive algorithms, and learn about the Object-Oriented Paradigm (OPP)..Lesson 01 - Java OverviewLesson 02 – JavaLesson 03 UsefulLesson 04 Functional and ConcurrencesLesson 05 Exchange Information"
"Hollywood: History, Industry, Art",University of Pennsylvania,Introductory,4.522,check out the website in given url for more information,Cinematography,4 Weeks,Peter Decherney,FREE-Add a Verified Certificate for Rs. 14111.5,https://www.edx.org/course/hollywood-history-industry-art,check out the website in given url for more information
Data Science Tools,IBM,Introductory,4.3,check out the website in given url for more information,"Python (Programming Language), Markdown, RStudio, Watson Studio, Data Science, Jupyter Notebook, Jupyter",7 Weeks,Romeo Kienzler-Svetlana Levitan-Maureen McElaney,FREE-Add a Verified Certificate for Rs. 3256.5,https://www.edx.org/course/data-science-tools,check out the website in given url for more information
